severity,magnitude_index,failure_locus,facility_des,facility_loc,latitude,longditude,accuracy,google_place_id,country,type,ore_type,dam_type,dam_fill_material,dam_height,storage_vol,ICOLD_type,ICOLD_key,ICOLD_cause,incident_year,indident_date,release_volume,runout_distance,deaths,sources,notes
3,0,1,"Pico de Sao Luis, Minas Gerais, Brazil Fernandinho, Rio Acima","Pico de Sao Luis, Minas Gerais, Brazil Fernandinho, Rio Acima",-19.8573625,-43.9671094,APPROXIMATE,ChIJs5CFEVqQpgARLzIMlTFZ-6M,BR,"political,sublocality,sublocality_level_1","Fe,",,T,20,,1,A,ER,1986,02-Oct-1986,,,,ICOLD,
3,5.27245E-05,1,"Story’s Creek, Tasmania","Story’s Creek, Tasmania",-41.6604657,147.7428892,APPROXIMATE,ChIJha0vBcLecKoRD4dvLc2tnx0,AU,"establishment,natural_feature",Sn,Valley side,,17,30000,1,B,OT,1986,16-May-1986,100,,,ICOLD,
3,0,1,"Rossarden, Tasmania","Rossarden, Tasmania",-41.6393975,147.6036972,APPROXIMATE,ChIJi0XWWDrncKoRsP3d0E3JAwQ,AU,"locality,political",Sn,WR,E,7.5,200000,1,B,OT,1986,16-May-1986,,,,ICOLD,
2,0.829309335,1,"Itabirito, Minas Gerais, Brazil","Itabirito, Minas Gerais, Brazil",-20.2473274,-43.8026408,APPROXIMATE,ChIJZVn3jfappgARZHBG0yVC0fA,BR,"locality,political",Fe,Gravity,Masonry,30,,1,A,ST,1986,01-May-1986,41000,12,7,"ICOLD, WISE, Rico",Itaminos Comercio de Minerios.  Dam wall burst. 
3,0,1,"Mineral King, BC, Canada","Mineral King, BC, Canada",36.450058,-118.593048,APPROXIMATE,ChIJr-o7Hxv8v4ARqxyXqXEQaoU,US,"locality,political","Pb,Zn",CL,CST,6,Small,1,B,OT,1986,20-Mar-1986,,,,"ICOLD, MT Polley Expert Panel 2015, App I",Tailings spilt out through dam but were almost completely contained by the emergency pond downstream of the dam.
2,1.357142857,1,"Huangmeishan, China","Huangmeishan, China",29.714699,118.337521,APPROXIMATE,ChIJyxxIIzbENTQRSXVRMSA_MU8,CN,"locality,political",Fe,,,,,1,A,U,1986,,,,19,WISE,
3,0,1,"Spring Creek Plant, Borger, Texas, USA","Spring Creek Plant, Borger, Texas, USA",30.0785139,-95.8076978,APPROXIMATE,ChIJkVIG1X3URoYR0khoSgFbE5I,US,"neighborhood,political",Oil,,,5,30000,1,A,OT,1986,,,,,ICOLD,
3,0.026312511,1,"Bonsal, North Carolina, USA","Bonsal, North Carolina, USA",35.66028,-78.97389,APPROXIMATE,ChIJP_WAiIeWrIkR6Ysn9GK-fck,US,"locality,political",Oil,WR,E,6,38000,1,A,OT,1985,17-Aug-1986,11000,0.8,,ICOLD,
1,19.52486283,1,"Prestavel Mine - Stava, North Italy, 2, 3 (Prealpi Mineraria)","Prestavel Mine - Stava, North Italy, 2, 3 (Prealpi Mineraria)",,,,,,,F,US,CST,29.5,300000,1,A,SI,1985,19-Jul-1985,200000,8,269,"ICOLD, WISE, Rico","Damage valued at Euro133M; razed 20 buildings in Stava and flowed in to Avisio River; mining of argentiferous galena since 16th c.; fluorite mining commenced in 1934 and throughput increased from 30tpd to 200tpd in 1961; 1st TSF in use by 1962, 2nd by 1970"
3,0,1,"La Belle, Pennsylvania, USA","La Belle, Pennsylvania, USA",40.0078516,-79.9789401,APPROXIMATE,ChIJe2rtkBAPNYgRJgjxehN-EhE,US,"locality,political",Coal,DS,MW,79,1230000,2,A,FN,1985,17-Jul-1985,,,,ICOLD,
2,0.468750491,1,Cerro Negro No. (4 of 5),Cerro Negro No. (4 of 5),12.5077778,-86.7022222,APPROXIMATE,ChIJE7gPkSoXcY8ReKQlyG5qe98,NI,"establishment,natural_feature",Cu,US,CST,40,2000000,1,A,EQ,1985,03-Mar-1985,500000,8,,"ICOLD WISE, Rico",
2,0.275833608,1,Veta de Agua,Veta de Agua,30.506111,-111.0041667,APPROXIMATE,ChIJ0YZ9Ua-G0YYRRjP-IjbZXvk,MX,"locality,political",Cu,US,T,24,700000,1,A,EQ,1985,03-Mar-1985,280000,5,,"WISE, Rico",
1,3.99310809,1,"Niujiaolong, Shizhuyuan Non-ferrous Metals Co., Hunan","Niujiaolong, Shizhuyuan Non-ferrous Metals Co., Hunan",27.6252995,111.8568586,APPROXIMATE,ChIJTTiHaRi6IDQR5Syu5AuRIcw,CN,"administrative_area_level_1,political",P,,,,,1,A,U,1985,,731000,4.2,49,Wei,
1,1.382213995,1,"Quintette, MaËmot, BC, Canada","Quintette, MaËmot, BC, Canada",53.7266683,-127.6476205,APPROXIMATE,ChIJr2prqsdmelMR-fHnN-lBG4g,CA,"administrative_area_level_1,political",Coal,,,,,2,U,U,1985,,2500000,2.5,,"Blight & Fourie, 2004","Waste dump failure - pore pressure resulting from collapse settlement. River valley filled with waste for 2.5km. (Blight & Fourie, 2004)"
3,0.051642653,9,"Olinghouse, Nevada, USA","Olinghouse, Nevada, USA",39.6582446,-119.4290649,APPROXIMATE,ChIJmffr8GUnmYAR_89g8g4n7UI,US,"locality,political",Au,WR,E,5,120000,1,A,SE,1985,,25000,1.5,,"ICOLD, Rico, WISE",
,,1,El Cobre No. 4 - El Soldado (Exxon),El Cobre No. 4 - El Soldado (Exxon),,,,,,,Cu,DS,CST,50,,2,A,EQ,1985,,,,,ICOLD,
,,1,"Marga, Chile - El Teniente (Codelco)","Marga, Chile - El Teniente (Codelco)",,,,,CL,,Cu,,,,,1,B,OT,1985,,,,,ICOLD,
,,1,"Texasgulf 4B Pond, Beaufort, Co., North Carolina, USA","Texasgulf 4B Pond, Beaufort, Co., North Carolina, USA",35.5337105,-76.9652678,ROOFTOP,ChIJkd8jxJ89r4kRDz2Xcr365Ag,US,"establishment,point_of_interest,university",P,WR,T,8,12300000,2,A,SI,1984,01-Apr-1984,,,,ICOLD,
4,0,1,"Mirolubovka, Southern Ukraine","Mirolubovka, Southern Ukraine",,,,,,,Fe,US,E&T,32,80000000,2,A,SI,1984,15-Jan-1984,0,,,ICOLD bulletin 121 p 111,"slip "" said to be caused by incompatibility between real and design values for shear characteristics of foundation soil"" cured.Stabilized by toe weighting with rockfill."
3,0,1,"Battle Mt. Gold, Nevada,","Battle Mt. Gold, Nevada,",40.6446714,-116.9399247,GEOMETRIC_CENTER,ChIJ9607wR2lpoARSiir12P9h3s,US,"establishment,point_of_interest",Au,DS,E,8,1540000,2,A,SI,1984,,,,,ICOLD,
3,0,1,"Virginia Vermiculite, Louisa County, Virginia, USA","Virginia Vermiculite, Louisa County, Virginia, USA",38.0598804,-78.148369,ROOFTOP,ChIJF7px-S4ItIkR-iDQ5RZJQr0,US,"establishment,point_of_interest",Vermiculite,WR,E,9,,1,A,ST,1984,,,,,ICOLD,
3,0,1,"Clayton Mine, Idaho, USA","Clayton Mine, Idaho, USA",44.2807512,-114.4106197,APPROXIMATE,ChIJ5cey75c3qFQRrGiQGbXvcH0,US,"establishment,natural_feature","Ag,Pb",CL,T,24,215000,2,A,ST,1983,02-Jun-1983,,,,ICOLD,Mine shut down in 1986
4,,1,"Golden Sunlight, MT, USA","Golden Sunlight, MT, USA",45.9037371,-112.0077829,ROOFTOP,ChIJx3tnDSXiWlMRQgubvjbImik,US,"establishment,point_of_interest",Au,CL,CST,,,3,U,U,1983,05-Jan-1983,664,,,ICOLD Bulletn 121 p 120,"a pre existing undetected  interruption in the impermeable layer  discovered through monitoring & repaired.Discovered in 1890, production ceased in 1945; mine started as open pit in 1983; earlier dumps/tails cleaned up"
3,5.27245E-05,,"Grey Eagle, California, USA","Grey Eagle, California, USA",39.7662874,-120.6185519,APPROXIMATE,ChIJI-PDCGJcnIAR4lCDcCXl25w,US,"locality,political",Au,DS,E,,,3,U,U,1983,,100,,,ICOLD Bulletin121 p126,higher cynaide effluent concentrations than expected overwhelmed system 3 mos after start up had reached 400gpm
3,0,2,Vallenar 1 and 2,Vallenar 1 and 2,-28.574027,-70.7616065,GEOMETRIC_CENTER,ChIJoTuBthpJl5YR48l-WoKMPcs,CL,"establishment,lodging,point_of_interest",Cu,,,,,1,B,OT,1983,,,,,ICOLD,
1,6.125662944,1," Sipalay, Phillippines, No.3 Tailings Pond (Maricalum Mining Corp)"," Sipalay, Phillippines, No.3 Tailings Pond (Maricalum Mining Corp)",9.7160845,122.4353995,APPROXIMATE,ChIJu5TL-vJTrDMR42GjoUhoIgs,PH,"administrative_area_level_5,political",Cu,WR,MW,,37000000,1,A,FN,1982,08-Nov-1982,11618257,,,"ICOLD, WISE, Piplinks","dam failure, due to slippage of foundations on clayey soils.  Widespread inundation of agricultural land up to 1.5 m high; 1st of 4 discharges reported in this area (4th in 1995); mine reactivated by Philex in 1996 and decommissioned in 2002 after which tailings dried up causing a dust problem as far as 5km from site"
,0,1,"Royster, Florida, USA","Royster, Florida, USA",27.8883596,-81.945639,APPROXIMATE,ChIJZ_13fq883YgRRtoOyTFub9c,US,"locality,political",Gypsum,US,T,21,,1,A,FN,1982,,,,,ICOLD,
2,0.12204405,1,"Ages, Harlan County, Kentucky, USA","Ages, Harlan County, Kentucky, USA",36.8569915,-83.2445786,APPROXIMATE,ChIJDb8wv6g4W4gRyDaOjOZvIa0,US,"locality,political",Coal,,,,,1,A,U,1981,18-Dec-1981,96000,,1,WISE,163 given as visibly affected  runout
,0,1,"Dixie Mine, Colorado, USA","Dixie Mine, Colorado, USA",39.715821,-105.6119454,APPROXIMATE,ChIJtRv3X-uva4cRoOWRzXo0Oj8,US,"establishment,natural_feature",Au,,,,,1,B,U,1981,01-Apr-1981,,,,ICOLD,Ceased operations in 1954
1,1.878689337,1,"Balka Chuficheva, Russia","Balka Chuficheva, Russia",,,,,,,Fe,US,CST,25,27000000,1,A,SI,1981,20-Jan-1981,3500000,1.3,,"ICOLD, WISE",
3,0,1,"Texasgulf No. 1 Pond, Beaufort Co., North Carolina, USA","Texasgulf No. 1 Pond, Beaufort Co., North Carolina, USA",35.5337105,-76.9652678,ROOFTOP,ChIJkd8jxJ89r4kRDz2Xcr365Ag,US,"establishment,point_of_interest,university",P,WR,E,,24700000,2,A,SI,1981,,,,,ICOLD,
3,0,1,Veta de Aqua A,Veta de Aqua A,,,,,,,Cu,,,,,1,A,EQ,1981,,,,,ICOLD,
3,0,1,Veta de Agua B,Veta de Agua B,32.4343734,-114.7904575,ROOFTOP,ChIJDZdtwotO1oARqXPkanbd1oY,MX,"establishment,point_of_interest",Cu,,,,,1,A,EQ,1981,,,,,ICOLD,
,,1,San Nicolas Cajmarca Peru,San Nicolas Cajmarca Peru,-7.2347275,-78.3429746,APPROXIMATE,ChIJS7YwggRBspERS2g_N-e4qFg,PE,"establishment,natural_feature",,,,,,,,,1980,,,,,Gil(33),CONTAMINACIÓN DEL RIO TINGO Y DAÑOS EN LA AGRICULTURA
1,1.25961735,1,"Tyrone, New Mexico (Phelps Dodge)","Tyrone, New Mexico (Phelps Dodge)",32.6443216,-108.345799,GEOMETRIC_CENTER,ChIJpcXcl3nD2IYRszVF0NtOiIM,US,"establishment,point_of_interest",Cu,US,CST,66,2500000,1,A,SI,1980,13-Oct-1980,2000000,8,,"ICOLD, WISE, Rico",
3,,1,"Sweeney Tailings Dam, Longmont, Colorado, USA","Sweeney Tailings Dam, Longmont, Colorado, USA",40.1892192,-105.1238518,GEOMETRIC_CENTER,ChIJ-2vs-1j5a4cRfBFQBP_S8cs,US,route,Oil,,,7,,1,A,SE,1980,01-May-1980,,,,ICOLD,
3,,1,"Marga, Sewell, VI Region, Rancagua, Chile - El Teniente (Codelco)","Marga, Sewell, VI Region, Rancagua, Chile - El Teniente (Codelco)",-34.0826136,-70.3658629,APPROXIMATE,ChIJE6f6GaqzfJYR9Jw_XbbIONc,CL,"locality,political",Cu,,,,,1,B,OT,1980,,,,,Villavicencio,Strong rains and overﬂow
3,,1,"Arena, Sewell, VI Region, Rancagua, Chile - El Teniente (Codelco)","Arena, Sewell, VI Region, Rancagua, Chile - El Teniente (Codelco)",-34.0826136,-70.3658629,APPROXIMATE,ChIJE6f6GaqzfJYR9Jw_XbbIONc,CL,"locality,political",Cu,,,,,1,B,OT,1980,,,,,Villavicencio,Strong rains and overﬂow
3,,1,"Kyanite Mining, Virginia, USA","Kyanite Mining, Virginia, USA",37.4786808,-78.4655592,ROOFTOP,ChIJ-RfQoB-us4kRC3xf6rQAzCU,US,"establishment,point_of_interest",Kyanite,,,11,430000,2,A,OT,1980,,,,,ICOLD,
3,0.019958369,1,"Churchill Copper, BC","Churchill Copper, BC",53.7266683,-127.6476205,APPROXIMATE,ChIJr2prqsdmelMR-fHnN-lBG4g,CA,"administrative_area_level_1,political",Cu,,,,,1,A,SE,1979,01-Dec-1979,37854.1,,,"Mt Polley Expert Panel 2015, App. I","Seepage and piping with release of 10,000,000 gallons of supernatant."
2,0.195080492,1,"Churchrock, New Mexico, United Nuclear","Churchrock, New Mexico, United Nuclear",35.5339114,-108.5998029,APPROXIMATE,ChIJXzykjybDJIcR2IvXeI5vxr4,US,"locality,political",U,WR,E,11,370000,1,A,FN,1979,16-Jul-1979,370000,,,"ICOLD, Wikipedia, Rico",Mined closed in 1982; basic surface remediation and tailings pumped into undergorund mine; high radium levels proximal to and on site; EPA program in progress 110 km runout ascrined by rico not cnsistent with release
,,1,"Union Carbide, Uravan, Colorado, USA","Union Carbide, Uravan, Colorado, USA",38.3683225,-108.7364871,APPROXIMATE,ChIJedOvdcqGOIcRugCZHaKLT_Y,US,"colloquial_area,political",U,US,T,43,,2,A,SI,1979,01-Mar-1979,,,,ICOLD,
3,0.021089783,1,"Unidentified, British Columbia, Canada ","Unidentified, British Columbia, Canada ",53.7266683,-127.6476205,APPROXIMATE,ChIJr2prqsdmelMR-fHnN-lBG4g,CA,"administrative_area_level_1,political",,,,,,1,A,FN,1979,,40000,,,WISE,Piping in the sand beach of the tailings dam 
,0,1,"Suncor E-W Dike, Alberta, Canada","Suncor E-W Dike, Alberta, Canada",53.9332706,-116.5765035,APPROXIMATE,ChIJtRkkqIKyCVMRno6bQJpHqbA,CA,"administrative_area_level_1,political",Oil,WR,MW,30,,2,A,SI,1979,,,,,ICOLD,
4,0,1,"Incident No. 1, Elliot, Ontario, Canada","Incident No. 1, Elliot, Ontario, Canada",46.386179,-82.650941,APPROXIMATE,ChIJIyaNqUMOMU0Ri-qm_fas4Xk,CA,"locality,political",U,WR,E,9,,3,U,U,1979,,,,,ICOLD Bulletin 121 p134,lined butress installed at closure/abadonment to prevent seepage..not clear whether there was a seepage problem before
2,0.099683417,,"Arcturus, Zimbabwe","Arcturus, Zimbabwe",-17.792919,31.322081,APPROXIMATE,ChIJda6YV-jGMRkR5fAaRmjNemQ,ZW,"locality,political",Au,US,T,25,1.7-2.0 Mt,1,A,OT,1978,31-Jan-1978,39000,0.3,1,"ICOLD, WISE, Rico",
3,0,1,"Norosawa, Japan","Norosawa, Japan",35.6716322,139.7221248,ROOFTOP,ChIJrbAVNiOMGGARXNvkApcqvng,JP,"establishment,food,point_of_interest,restaurant",Au,DS,,24,225000,2,B,EQ,1978,14-Jan-1978,,,,ICOLD,
2,,1,"Mochikoshi  Dike No 1 ( of 3), Sagami Bay Nr Izu Japan (2 of 2)","Mochikoshi  Dike No 1 ( of 3), Sagami Bay Nr Izu Japan (2 of 2)",35.2325847,139.3643917,APPROXIMATE,ChIJs36lK1pLGGARJo_ER7pYbVU,JP,"establishment,natural_feature",Au,US,14,28,476000,1,A,EQ,1978,14-Jan-1978,80000,8,1,"ICOLD, okusa-anma 1979(28),Rico","magnitude 7 eq . Tsf three dams reatining totalof 476,000 of tailings;A flow of about 80,000 m 3 of the dike material and tailings,The
valley looked as though it had been painted white, with splashes as high as
30 m on the leaves of forest trees. Where the valley opens to the Mochikoshi
River, the slurry had splashed up to trees on the road about 30 m above the
river bed (
with a high content of water and toxic cyanogene, passed into the valley
(which slopes at about 16 ° ), and traveled about 7--8 km along the valley and
river, causing one death and giving rise to serious environmental problems. "
3,,1,"Mochikoshi  Dike No 2 ( of 3),Sagami Bay Nr Izu Japan (2 of 2)","Mochikoshi  Dike No 2 ( of 3),Sagami Bay Nr Izu Japan (2 of 2)",35.2325847,139.3643917,APPROXIMATE,ChIJs36lK1pLGGARJo_ER7pYbVU,JP,"establishment,natural_feature",Au,,,19,,1,A,EQ,1978,14-Jan-1978,3000,0.15,,"ICOLD, okusa-anma 1979(28)",erupted after #1
,,,"Mochikoshi  Dike no 3(of 3), Sagami Bay Nr IzuJapan (2 of 2)","Mochikoshi  Dike no 3(of 3), Sagami Bay Nr IzuJapan (2 of 2)",35.2325847,139.3643917,APPROXIMATE,ChIJs36lK1pLGGARJo_ER7pYbVU,JP,"establishment,natural_feature",Au,US,T,,,1,A,EQ,1978,14-Jan-1978,,0.15,,"ICOLD, okusa-anma 1979(28)",3 was a new consticted starter dam
3,0,1,"Hirayama, Japan","Hirayama, Japan",35.6454105,139.384356,APPROXIMATE,ChIJhUfLs2DiGGARxv0E25q2bDY,JP,"political,sublocality,sublocality_level_2",Au,DS,,9,87000,2,B,EQ,1978,15-Jan-1978,0,0,0,"ICOLD;Okusa et. al Liquefaction of Mine Tailings in the 1978 Izu-Oshima-Kinkai Earthquake, ",
,0,1,"Syncrude, Alberta, Canada","Syncrude, Alberta, Canada",53.4475201,-113.4728204,ROOFTOP,ChIJtc22hsgeoFMRGEkbaghLst4,CA,"establishment,point_of_interest",Oil,CL,T,,,2,A,FN,1978,,,,,ICOLD,
,0,1,"Madison, Missouri, USA","Madison, Missouri, USA",39.4736487,-92.2098988,APPROXIMATE,ChIJC7vmNbA83YcRK7M6TZDSN-U,US,"locality,political",Pb,WR,E,11,,1,A,OT,1977,28-Feb-1977,,,,ICOLD,
3,0.015817337,1,"Grants, Milan, New Mexico, USA mill site (Homestake Mining)","Grants, Milan, New Mexico, USA mill site (Homestake Mining)",35.2607827,-107.8391007,GEOMETRIC_CENTER,ChIJW3AZgKd2I4cRzLpvF1IT84Q,US,"establishment,point_of_interest",U,US,T,21,,1,A,ST,1977,01-Feb-1977,30000,,,"ICOLD, WISE","Dam failure, due to rupture of plugged slurry pipeline; mill decommissioned in 1993"
3,2.10898E-05,1,"Western Nuclear, Jeffrey City, Wyoming, USA #2","Western Nuclear, Jeffrey City, Wyoming, USA #2",,,,,US,,U,,,,,1,A,SI,1977,,40,,,ICOLD,
,0,1,"Pit No. 2, Western","Pit No. 2, Western",,,,,,,REE,US,T,9,,1,A,SI,1977,,,,,ICOLD,
,0,1,"Unidentified, Hernando, County, Florida, USA","Unidentified, Hernando, County, Florida, USA",28.5473855,-82.4218646,ROOFTOP,ChIJ289_7YQc6IgRO79PhI-enE0,US,"establishment,local_government_office,point_of_interest,police",Limestone,CL,E,6,,2,A,FN,1977,,,,,ICOLD,
,0,1,"Kerr-McGee, Churchrock, New Mexico, USA","Kerr-McGee, Churchrock, New Mexico, USA",35.3119777,-107.8311698,APPROXIMATE,ChIJBeqdeQp3I4cRq_yK9HuKRpk,US,"establishment,natural_feature",U,WR,E,9,,1,A,FN,1976,01-Apr-1976,,,,ICOLD,
2,0.158173372,1,"Zletovo No. 4, Yugoslavia","Zletovo No. 4, Yugoslavia",41.9870561,22.234676,APPROXIMATE,ChIJ5VXgGs69VRMReUv-HzHFJiw,MK,"locality,political","Pb,Zn",US,T,25,1000000,1,A,SI,1976,01-Mar-1976,300000,,,"ICOLD, WISE p42"," dam failure, due to high phreatic surface and seepage breakout on the embankment face.  Tailings flow reached and polluted nearby river"
,0,1,"Dashihe, China","Dashihe, China",33.378494,119.350448,APPROXIMATE,ChIJLbZXDfWctzURH2-vDMn8QmY,CN,"political,sublocality,sublocality_level_3",Fe,US,,37,,2,A,EQ,1976,,,,,ICOLD,
,0,1,"Unidentified, Idaho, USA","Unidentified, Idaho, USA",44.0682019,-114.7420408,APPROXIMATE,ChIJ6Znkhaj_WFMRWIf3FQUwa9A,US,"administrative_area_level_1,political",P,DS,E,34,,2,A,SI,1976,,,,,ICOLD,
,0,1,"Cadet No. 2, Montana,","Cadet No. 2, Montana,",46.8796822,-110.3625658,APPROXIMATE,ChIJ04p7LZwrQVMRGGwqz1jWcfU,US,"administrative_area_level_1,political",Barite,CL,E,21,,2,A,SI,1975,01-Sep-1975,,,,ICOLD,
3,0.025377863,1,"Silverton, Colorado, USA","Silverton, Colorado, USA",37.811941,-107.6645057,APPROXIMATE,ChIJTT8-1PjnPocRP8t9tS4432g,US,"locality,political","Au,Ag",,,,,1,A,U,1975,01-Jun-1975,48133,,0,WISE,"""Tailings flow slide polluted nearly 100 miles (160 km) of the Animas river and its tributaries; severe property damage; no injuries """
2,0.644631656,1,"Madjarevo, Bulgaria","Madjarevo, Bulgaria",41.6332599,25.8603494,APPROXIMATE,ChIJNRFWSN6ZshQRlRxfNtdzuL0,BG,"locality,political","Pb,Zn",US,T,40,3000000,1,A,ST,1975,01-Apr-1975,250000,20,,ICOLD,
,0,1,"Carr Fork, Utah, USA (Anaconda)","Carr Fork, Utah, USA (Anaconda)",40.5430357,-112.278964,GEOMETRIC_CENTER,ChIJYbvIaKm9UocR20a1JoNetbI,US,route,"Cu,Au",,,10,,1,A,ST,1975,01-Feb-1975,,,,ICOLD,Adjacent to Bingham Canyon open pit; underground mine operated form 1979-1982 and re-opened in 1984
2,0.079086686,1,"Mike Horse, Montana, USA (Asarco)","Mike Horse, Montana, USA (Asarco)",47.026215,-112.3539701,APPROXIMATE,ChIJgd4cllEsQ1MRDOKnTmjd4hs,US,"establishment,natural_feature","Pb,Zn",US,T,18,750000,1,B,OT,1975,,150000,,,ICOLD,
,0,1,"Dresser No. 4, Montana,","Dresser No. 4, Montana,",45.663124,-111.186217,ROOFTOP,ChIJ--Z4rupORVMRLChYcv0OH5o,US,"establishment,furniture_store,home_goods_store,point_of_interest,store",Barite,CL,E,15,,1,A,FN,1975,,,,,ICOLD,
,0,1,"Keystone Mine, Crested Butte, Colorado, USA","Keystone Mine, Crested Butte, Colorado, USA",38.8686036,-107.0389357,APPROXIMATE,ChIJ54a7M8RxQIcROqUM62VHjqA,US,"establishment,natural_feature",Mo,,,,,1,B,U,1975,,,,,ICOLD,
,0,1,"Heath Steele main dam, Brunswick, Canada (American Metals)","Heath Steele main dam, Brunswick, Canada (American Metals)",47.292959,-66.066982,APPROXIMATE,ChIJFVvh1_tvokwRtAyN4zpNdDE,CA,"locality,political","Pb,Zn",WR,"R,E",30,,2,A,FN,1975,,,,,ICOLD,
,0,1,"PCS Rocanville, Saskatchewan, Canada","PCS Rocanville, Saskatchewan, Canada",50.3818369,-101.7006262,APPROXIMATE,ChIJ94ODkLU_4VIR5f2VmPbE2Vk,CA,"locality,political",K,US,T,12,,3,U,U,1975,,,,,ICOLD,
,0,,"Unidentified, Green River, Wyoming, USA","Unidentified, Green River, Wyoming, USA",41.5285757,-109.4662461,APPROXIMATE,ChIJR4wp4eF9WocR-Ez03desy9g,US,"locality,political",Trona,WR,E,18,,3,U,U,1975,,,,,ICOLD,
1,8.936597024,1,"Bafokeng, South Africa, MorenskyTailings dam (2nd occurrence)","Bafokeng, South Africa, MorenskyTailings dam (2nd occurrence)",,,,,ZA,,Pt,US,T,20,17000000,1,A,SE,1974,11-Nov-1974,13000000,45,13,"ICOLD, WISE, Rico,Blight Fourie 2004",books.google.com/books?id=mDgarPrQ1_YC&pg=PA383&lpg=PA383&dq=Bafokeng+tailings&source=bl&ots=rgKF0PG8jS&sig=ZHuhBXlzouXT6uMa4exSS0DC96U&hl=en&sa=X&ved=0ahUKEwjKj4OnguLMAhUMcj4KHaBwAc0Q6AEIMDAD#v=onepage&q=Bafokeng%20tailings&f=false (copied 9Jun16).http://www.mdpi.com/2072-4292/6/8/6790/htm
,0,1,"Golden Gilpin Mine, Colorado, USA","Golden Gilpin Mine, Colorado, USA",39.7510475,-105.2225708,ROOFTOP,ChIJo4i2VNSaa4cR_GT8qcLqY2o,US,"establishment,point_of_interest,university",Au,,,12,,1,B,U,1974,01-Nov-1974,,,,ICOLD,
3,0.020804525,1,"Deneen Mica Yancey County, North Carolina, USA","Deneen Mica Yancey County, North Carolina, USA",35.9086539,-82.190234,GEOMETRIC_CENTER,ChIJrRkwATmnUIgRQCnAFdEKvZM,US,route,Mica,US,CST,18,300000,1,A,SI,1974,01-Jun-1974,38000,0.03,,ICOLD,
3,0.003163467,1,"Silver King, Idaho, USA","Silver King, Idaho, USA",43.8526815,-114.8770163,APPROXIMATE,ChIJYykYKd0QqVQR8sVodIOoDJI,US,"establishment,natural_feature",Ag,DS,E,9,37000,1,A,OT,1974,16-Jan-1974,6000,,,ICOLD,
3,0.017644555,1,"Galena Mine, Idaho, USA #2 of 2 (ASARCO)","Galena Mine, Idaho, USA #2 of 2 (ASARCO)",,,,,US,,"Ag,Pb",US,MW,9,,1,A,OT,1974,15-Jan-1974,3800,0.61,,"ICOLD, Rico",
,0,1,"Berrien, France","Berrien, France",48.404192,-3.751799,APPROXIMATE,ChIJtVxCtgtsEUgRYHDlNs2lDAQ,FR,"locality,political","Ag,Pb",US,R,9,,1,A,SE,1974,,,,,ICOLD,
,0,1,"GCOS, Alberta, Canada","GCOS, Alberta, Canada",53.9332706,-116.5765035,APPROXIMATE,ChIJtRkkqIKyCVMRno6bQJpHqbA,CA,"administrative_area_level_1,political",Oil,US,T,61,,2,A,SI,1974,,,,,ICOLD,
,0,1,"Unidentified, Mississippi, USA #2","Unidentified, Mississippi, USA #2",,,,,US,,Gypsum,US,T,20,,2,A,FN,1974,,,,,ICOLD,
,0,1,"Unidentified, Canaca, Mexico","Unidentified, Canaca, Mexico",,,,,MX,,Cu,US,T,46,,1,A,OT,1974,,,,,ICOLD,
,0,1,"Ray Mine, Arizona, USA inc #2 (Kennecott)","Ray Mine, Arizona, USA inc #2 (Kennecott)",,,,,US,,Cu,US,T,52,,2,A,SI,1973,05-Feb-1973,,,,ICOLD Bulletin121 p112,"2nd occurrence(12/2/72)instablity observed in same section of earlier failure due to ""perched seepage conditions along a slimes layer'"
3,,1,"Bafokeng, South Africa, MorenskyTailings dam, #1 of 2","Bafokeng, South Africa, MorenskyTailings dam, #1 of 2",,,,,ZA,,Pt,US,T,,,1,A,,1973,,40000,..04,,Oldcop-Rodriguez 2006,reached an rqulibrium 40 m from toe of dam at 4 degrees.cayse unknown
2,0.730657218,1,"(unidentified), Southwestern USA","(unidentified), Southwestern USA",,,,,US,,Cu,US,E,43,500000,1,A,SI,1973,,170000,25,,"ICOLD, WISE, Rico","noted as ""Southwestern US"" in WISE"
,,1,"Earth Resources, N M,","Earth Resources, N M,",32.7713792,-108.2801458,ROOFTOP,ChIJ_3a5pJ7H2IYR1rXcOws2XD8,US,"establishment,point_of_interest",Cu,US,T,21,,1,A,OT,1973,,,,,ICOLD,
,,1,"Ray Mine, Arizona, USA","Ray Mine, Arizona, USA",33.1775604,-110.9465014,APPROXIMATE,ChIJs3JbN6uPKYcR24wUVZfeNic,US,"establishment,natural_feature",Cu,US,T,52,,1,A,SI,1972,02-Dec-1972,,,,ICOLD,
2,,1,"Brunita,Spain,Caragena, Spain (SMM Penaroya)","Brunita,Spain,Caragena, Spain (SMM Penaroya)",37.6256827,-0.9965839,APPROXIMATE,ChIJbbU6pCJCYw0R__n2_s6Q10c,ES,"locality,political","Zn,Pb,Cu",US,MW,25,1008000,1,A,,1972,20-Oct-1972,70000,,1,"Pacheco  (2004) (30),Matin-Crespo et. Al.2017 (35),WISE","satic liquefaction failure follwing severl days of rain;The flow failure due to static liquefaction occurred at 18:15 on October 20, 1972. 70000 m3 of tailings were released, affected the national highway (Portmasn-Cartagena-La Union), the electricity supply, telephone communications, the train tracks between Cartagena -La Union) and destroyed the cemetery of La Union. "
