severity,magnitude_index,failure_locus,facility_des,facility_loc,latitude,longditude,accuracy,google_place_id,country,type,ore_type,dam_type,dam_fill_material,dam_height,storage_vol,ICOLD_type,ICOLD_key,ICOLD_cause,incident_year,indident_date,release_volume,runout_distance,deaths,sources,notes
3,,,"Ray Mine, Eder Gulch TSF, Asarco, Hayden, AZ, USA ","Ray Mine, Hayden, AZ, USA ",33.1775604,-110.9465014,APPROXIMATE,ChIJs3JbN6uPKYcR24wUVZfeNic,US,"establishment,natural_feature",Cu,,,,,1,A,ST,2011,05-May-2011,3600,,,"National Response Center, Incident No. 975013(39),Earthworks Action 2012 (38)",6000-8000 tons of copper ore tailing released from one of the tailing ponds due to a breach in the dike.
3,0,1,"Vales Point Ash Dam, Wyong (Delta), New South Wales","Vales Point Ash Dam, Wyong (Delta), New South Wales",-33.1620493,151.5407221,GEOMETRIC_CENTER,ChIJbRW8OyHYcmsRwA7w-Wh9AQ8,AU,"establishment,point_of_interest",Coal,,,,,1,A,,2011,,,,,Coast Counity News 12/21/2017 [18},old unlined facilty covering 362 h  had uanuthrized release; EPA ordered reairs
1,1.241530287,1,"Ajka Alumina Plant, Kolontár, Hungary (MAL Magyar Aluminum) #2","Ajka Alumina Plant, Kolontár, Hungary",47.085541,17.4756235,APPROXIMATE,ChIJK_0hZ4FyaUcRj1PbLDa1IUk,HU,"locality,political",Al,DS,Compacted Fly Ash,22,30000000,1,A,SE,2010,04-Oct-2010,1000000,,10,"Kolontár Report, WISE, Zanbak 2010","The Kolontar Report (https://www.google.com/?gws_rd=ssl#q=kolontar+hungary+disaster), 10 people dead and almost 150 injured, about 1,000 acres of polluted land.  8 square kilometres flooded, including several towns.  Failure Mechanism and Kinematics of the Ajka Tailings Pond, Hungary, C. Zanbak, 10 December 2010"
1,1.571428571,1,"Zijin Mining, Xinyi Yinyan Tin Mine, Guangdong Province, China","Zijin Mining, Xinyi Yinyan Tin Mine, Guangdong Province, China",22.354385,110.947043,APPROXIMATE,ChIJLSaUOG8JrDYRlgZ0X5z5GYQ,CN,"political,sublocality,sublocality_level_1",Sn,,,,,1,A,OT,2010,21-Sep-2010,,,22,"Zijin Mining Group;  Fry et al, 2012","illegal practices and unauthroized dam rase per government charges.Gaoqiling tailing pool dam at Qianpai Town, Xinyi City, Guangdong. Yinyan Tin Mine Dam Failure, Zijin Mining Group, 27Dec10, (https://www.regjeringen.no/contentassets/e7016c9a7430498e8c583a533dd1ca15/rec_zijin_2012_eng.pdf, http://www.facing-finance.org/en/database/cases/zijin-mining-collapse-of-tailing-dam-kills-22-destroys-houses/)"
,,1,"Huancavelica, Peru, Unidad Minera Caudalosa Chica Mine","Huancavelica, Peru",-12.7861978,-74.9764024,APPROXIMATE,ChIJv_SCpmYKDpERmzqYjzNB-VU,PE,"locality,political","Ag,Cu,Pb,Zn",,,10,,1,A,SE,2010,25-Jun-2010,21420,,,"Mines & Communities 2010  (36),WISE, McLemore et al, 2014  Guerra,Isabel 2010 (40)Wood 2012 (21)","Contamination of río Escalera and río Opamayo 110 km downstream.  See Sampling and Monitoring for the Mine Life Cycle
edited by McLemore, Virginia T., Smith, Kathleen S., Russell, Carol C. Russell, SME, 2014"
2,0.298534799,1,"Las Palmas, Pencahue, VII Region, Maule, Chile (COMINOR)","Las Palmas, Pencahue, VII Region, Maule, Chile (COMINOR)",-35.3960652,-71.7974563,APPROXIMATE,ChIJ5akGXmfRZZYRIwR1YNSyYpc,CL,"locality,political",,,,15,,1,B,EQ,2010,27-Feb-2010,,0.5,4,,"Intraplate earthquake Mw = 8.8, 80% of total volume estimated lost, overtopping with ﬂow failure"
3,0.044743668,1,"Veta del Agua Tranque No. 5, Nogales, V Region, Valparaíso, Chile","Veta del Agua Tranque No. 5, Nogales, V Region, Valparaíso, Chile",-33.025,-71.6166667,APPROXIMATE,ChIJuRKS9ijniZYRHjuknuw7jJc,CL,"establishment,natural_feature",Cu,US,,,,1,B,EQ,2010,27-Feb-2010,80000,0.1,,Villavicencio,"Intraplate earthquake Mw = 8.8, slope 1.4:1, slope instability with seismically induced deformations"
3,0,1,"Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile","Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile",-33.131256,-70.8661835,GEOMETRIC_CENTER,ChIJyxRy2wCZYpYRGfVu9Kn_g_8,CL,route,,DS,,15,,1,A,EQ,2010,27-Feb-2010,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, R = 252 km, slope 4.5:1, slope instability with seismically induced deformations"
3,0,1,"Tranque Planta Chacón, Cachapoal, VI Region, Rancagua, Chile","Tranque Planta Chacón, Cachapoal, VI Region, Rancagua, Chile",-34.1701324,-70.7406259,APPROXIMATE,ChIJ0xPvvWdDY5YR91StZoP8c9k,CL,"locality,political",,,,,,1,B,EQ,2010,27-Feb-2010,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, slope 1.8:1, slope instability with seismically induced deformations"
3,0,1,"Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile (Florida Mining)","Tranque Adosado Planta Alhué, Alhué, Region Metropolitana, Chile (Florida Mining)",-34.0264691,-71.1002881,APPROXIMATE,ChIJKy_q3AMNY5YRp-TDZlPDxJY,CL,"locality,political",,US,,,,1,B,EQ,2010,27-Feb-2010,,,,Villavicencio,"Intraplate earthquake Mw = 8.8, 80% of total volume estimated lost, slope 1.2:1, slope instability with seismically induced deformations"
1,0.704122058,1,"Karamken, Magadan Region, Russia (cyanide-leach processing facility of gold mines in the region)","Karamken, Magadan Region, Russia (cyanide-leach processing facility of gold mines in the region)",60.2007108,151.1047187,APPROXIMATE,ChIJK4ObiHoXaVkR1zEuKH5QqIg,RU,"locality,political",Au,,,20,,1,A,U,2009,29-Aug-2009,1200000,,1,"WISE, MACE","11 houses lost, 1 death (Karamken Update - MACE 2012-02-10); shutdown in 1990s; bad design, bad construction, no maintenance led to groundwater contamination prior to failure; "
2,0.240647943,1,"Huayuan County, Xiangxi Autonomous Prefecture, Hunan Province, China","Huayuan County, Xiangxi Autonomous Prefecture, Hunan Province, China",28.572029,109.482078,APPROXIMATE,ChIJK1zGdDJRlzYRE_bw71h9JNg,CN,"political,sublocality,sublocality_level_1",Mn,,,,50000,1,A,U,2009,14-May-2009,50000,,3,WISE,"3 killed, 4 injured"
3,0,1,"Coircancha, Gold Hawk, Peru  Tailings","Coircancha, Gold Hawk, Peru  Tailings",-13.5202365,-71.9752339,ROOFTOP,ChIJJT73zArWbZERPWclxK0YkWk,PE,"establishment,museum,place_of_worship,point_of_interest,tourist_attraction","Ag,Au,Pb,Zn",,,,,1,A,OT,2008,08-May-2017,,,,canadianminingjournal.com/news/tailings-emergency-peru-wants-pond-at-coricancha-relocated/;http://www.marketwired.com/press-release/gold-hawk-provides-update-on-its-response-natural-ground-displacement-coricancha-mine-tsx-venture-cgk-860768.htm,landslide above TSF washed tailings into rmac River.; Gov't ordered relocationof faclity and stopped all operatons
1,2.266830952,1,"Kingston fossil plant, Harriman, Tennessee, USA (TVA)","Kingston fossil plant, Harriman, Tennessee, USA (TVA)",35.8981768,-84.5189749,ROOFTOP,ChIJ2TxIlfTbXYgRJJqcu5N_smw,US,"establishment,point_of_interest",Coal,,,,,1,A,U,2008,22-Dec-2008,4100000,4.1,,"WISE,SOURCEWATCH.ORG",5.4 million cubic yards (1.09 billion gallons) of fly ash was released (http://www.sourcewatch.org/index.php?title=TVA_Kingston_Fossil_Plant_coal_ash_spill#TVA_Reaction)
1,18.34826125,1,"Lixi Tailings Dam(?)Taoshi, Linfen City, Xiangfen county, Shanxi province, China (Tahsan Mining Co.)","Lixi Tailings Dam(?)Taoshi, Linfen City, Xiangfen county, Shanxi province, China (Tahsan Mining Co.)",35.876293,111.441725,APPROXIMATE,ChIJfV9AO_cidzYRwCdW9hUBhGU,CN,"political,sublocality,sublocality_level_1",Fe,US,,50.7,290000,1,B,U,2008,08-Sep-2008,268000,2.5,254,WISE,"At least 254 dead and 35 injured; facility and mine unlicensed. mine not operating - claimed that state-owned company ""sealed"" TSF;clogging cause loss of permeability????"
3,0,1,"Long Lake Cotainment Ektaki Mine, Northwest Territories, CA (BHP Billiton)","Long Lake Cotainment Ektaki Mine, Northwest Territories, CA (BHP Billiton)",64.8255441,-124.8457334,APPROXIMATE,ChIJDcHTs_Q4EVERjVnGRNguMhk,CA,"administrative_area_level_1,political",diam,,,,,2,A,SI,2008,01-May-2008,,,,cbc.ca/news/canada/north/chiefs-to-view-massive-waste-spill-at-ekati-mine-1.703130,"4,5 million litres; sewage ipefailed overtook da..silled tailings contents"
3,0.010544891,3,"Glebe Mines, UK","Glebe Mines, UK",53.2740322,-1.6947402,ROOFTOP,ChIJARElZmwpekgRAJvJOW-aKNs,GB,"establishment,point_of_interest",F,,E,,,1,B,OT,2007,22-Jan-2007,20000,,,HSE Report,"Flourspar mine.  Initial Report of the HSE investigation into the Glebe Mines Stony Middleton dam failure 2007, HSE Central Division - Nottingham, UK, 23Feb07"
1,1.054489145,1,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)","Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",-21.4320854,-42.5948482,APPROXIMATE,ChIJm6bvqujSogARGI1fXY2trDE,BR,"establishment,natural_feature",Al,,,30,,1,A,OT,2007,10-Jan-2007,2000000,,,"WISE, Miranda Jose Brazil Magazine 1/11/2007","bauxite;The mud flow left about 4000 residents of the cities of Miraí and Muriaé in the Zona da Mata homeless. Crops and pastures were destroyed and the water supply was compromised in cities in the states of Minas Gerais and Rio de Janeiro. ;see Mines & Communities account for two prior event 2003, 2006; dam closed and not allowed to rebuilt after this event;fine $35million (U.S.)"
2,0.071428571,1,Dayton Power & Light,Dayton Power & Light,39.728617,-84.215677,ROOFTOP,ChIJSSrc1u6GQIgRLVXMFlZ391w,US,"establishment,point_of_interest",Coal,,,,,1,,SI,2006,25-Jul-2006,0,0,1,osha.gov/pls/imis/accidentsearch.accident_detail?id=201954740,Tetra Tech employee working as a contractor was killed in a slide of coal ash that was being removed from the ash pond to allow its re use
2,0.064946155,3,"Fonte Santa ,Freixia De Espado a Cinta, Portugal ","Fonte Santa ,Freixia De Espado a Cinta, Portugal ",37.1763335,-7.5487857,APPROXIMATE,ChIJr7kFprcbEA0RZNZc6Cq_8Fg,PT,"political,sublocality,sublocality_level_1",,No Design,E,25,,2,B,OT,2006,27-Nov-2006,1600,2.5,,"Duque, 2011[16]; Franca et. al [24]","clogging of spillway ( loss of permeability due to clogging);closed for 30 years..deposition of 12.9cubic hm per Franca, total loss of contents; duque & Franca Release&runout Estimates Do Not Agree. Franca cited here. "
3,0,3,"Nchanga, Chingola, Zambia (Konkola Copper Mines - Vedanta)","Nchanga, Chingola, Zambia (Konkola Copper Mines - Vedanta)",-12.5322373,27.8571507,ROOFTOP,ChIJnVs6mZeobRkRuJMyW9axHf0,ZM,"establishment,point_of_interest",Cu,,,,,1,unk,SI,2006,06-Nov-2006,,,,WISE,"Konkola Copper Mines Plc (51% Vedanta Resources plc)  Failure of tailings slurry pipeline from Nchanga tailings leaching plant to Muntimpa tailings dumps. Release of highly acidic tailings into Kafue river; high concentrations of copper, manganese, cobalt in river water; drinking water supply of downstream communities shut down."
1,1.342490842,3,"Miliang, Zhen'an County, Shangluo, Shaanxi Province, China","Miliang, Zhen'an County, Shangluo, Shaanxi Province, China",,,,,CN,,Au,,,,,1,A,U,2006,30-Apr-2006,,5,17,WISE,"The landslide buried about 40 rooms of nine households, leaving 17 residents missing. Five injured people were taken to hospital. More than 130 local residents have been evacuated. Toxic potassium cyanide was released into the Huashui river, contaminating it approx. 5 km downstream. "
2,0.210897829,,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)","Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",-21.4320854,-42.5948482,APPROXIMATE,ChIJm6bvqujSogARGI1fXY2trDE,BR,"establishment,natural_feature",Al,,,,,,,U,2006,01-Mar-2006,400000,,,"Miranda, Jose Brazil Magazine, January 11, 2007; Mines & Communities (2007)",cited for a TSF infraction in 2006 per this Brazi Magazine  account of 2007 major incident..no details given;mine shur after 2006 event per Planet Ark @ Mines & Communities
,,,"Prestea Gold Mine Bogosa Gold Ltd. Ghana inc#2 ,Golden Star Resourcs","Prestea Gold Mine Bogosa Gold Ltd. Ghana inc#2 ,Golden Star Resourcs",,,,,,,Au,,,,,,,,2005,18-Jun-2005,,,,rainforestinfo.org.au/gold/spills.htm," A joint on the main tailings returning pipe was disengaged and cyanide-laden tailings poured into the external environment. It has been reported that 30 community members who drank the water or ate the fish and lobsters suffered dizziness, headaches. stomach aches, loss of appetite, itching tongue and skin itches."
3,0.033928188,1,"Bangs Lake, Jackson County, Mississippi, USA (Mississippi Phosphates Corp)","Bangs Lake, Jackson County, Mississippi, USA (Mississippi Phosphates Corp)",30.3519078,-88.4995938,ROOFTOP,ChIJiYVV4krom4gR4MGc8arqYSs,US,"establishment,point_of_interest",P,,,,,1,U,U,2005,14-Apr-2005,64350,,,WISE,"Mississippi Phosphates Corp. Phosphogypsum stack failure, because the company was trying to increase the capacity of the pond at a faster rate than normal, according to Officials with the Mississippi Department of Environmental Quality (the company has blamed the spill on unusually heavy rainfall, though). Liquid poured into adjacent marsh lands, causing vegetation to die."
,,,"Pinchi Lake, BC, Canada (Teck Cominco Ltd.)","Pinchi Lake, BC, Canada (Teck Cominco Ltd.)",54.627956,-124.404853,APPROXIMATE,ChIJ7QeVmVidiVMRbQ3XTh6zR3A,CA,"locality,political",Hg,WR,E,12,,,B,,2004,30-Nov-2004,7000,,,B.C. Ministry of Energy & Mines Incident Report # 18040-02-O7/PI NC/01 (12/6/2004); http://ammsa.com/publications/ravens-eye/nation-outraged-over-mercury-contamination,Under Investigation as to whether tailings related; defnitely NOT  TSF itself
,,,Prestea Gold Mine Bogoso Gold Ltd. Ghana inc#1,Prestea Gold Mine Bogoso Gold Ltd. Ghana inc#1,,,,,,,Au,,,,,,,SI,2004,23-Oct-2004,,,,rainforestinfo.org.au/gold/spills.htm,"A cyanide spill occurred from a new tailings dam of Canadian company Bogoso Gold Limited into the river Aprepre, which serves as drinking water for surrounding communities, as well as other rivers including Egya Nsiah, Benya and Manse. Villagers downstream found hundreds of dead fish, crabs, shrimps and other life forms floating on the river. Some members of the community harvested and ate the fish before they received information about the spillage"
2,0.119684518,1,"Riverview, Florida, USA","Riverview, Florida, USA",27.8661364,-82.3264809,APPROXIMATE,ChIJNdhCcXDRwogRqJXOzz7Ar58,US,"locality,political",P,,,,,1,U,U,2004,05-Sep-2004,227000,,,WISE,A dike at the top of a 100-foot-high gypsum stack holding 150-million gallons of polluted water broke after waves driven by Hurricane Frances bashed the dike's southwest corner. Liquid spilled into Archie Creek that leads to Hillsborough Bay.
2,0.084359132,1,"Partizansk, United Energy Systems(Dalenergo),Primorski Krai, Russia ","Partizansk, United Energy Systems(Dalenergo),Primorski Krai, Russia ",43.1276453,133.1252142,APPROXIMATE,ChIJradnp1yGsV8R-XPg2O1l7FE,RU,"locality,political",Coal,Ring,,,20000000,1,A,U,2004,22-May-2004,160000,,,"WISE, Robinson(2004) (32)","A ring dike, enclosing an area of roughly 1 km2 and holding roughly 20 million cubic meters of coal ash, broke. The break left a hole roughly 50 meter wide in the dam. The ash flowed through a drainage canal into a tributary to the Partizanskaya River which empties in to Nahodka Bay in Primorski Krai (east of Vladivostok).  For details download Sept. 2004 report by Paul Robinson, SRIC."
3,0.015817337,1,"Malvési, Aude, France (Comurhex, Cogéma/Areva)","Malvési, Aude, France (Comurhex, Cogéma/Areva)",43.2121511,2.983806,ROOFTOP,ChIJMVOymymssRIRUpFa3-HRSX0,FR,"establishment,point_of_interest",U,,,,,1,A,U,2004,20-Mar-2004,30000,,,WISE,Uranium slurries elevated nitrate in river. Decantation and evaporation pond of uranium conversion plant dam failure after heavy rain in preceding year. the release led to elevated nitrate concentrations of up to 170 mg/L in the canal of Tauran for several weeks.
2,0.555000079,1,"Cerro Negro, near Santiago, Chile, (5 of 5)","Cerro Negro, near Santiago, Chile, (5 of 5)",-33.5428344,-70.6515878,GEOMETRIC_CENTER,ChIJ_wX_nlzaYpYRcj5r9ou_tQU,CL,route,Cu,US,T,,,1,A,ER,2003,03-Oct-2003,80000,20,,"WISE, Villavicencio","Tailings flowed 20 kilometers downstream the río La Ligua., active dam w water cover ( dry #1 did not fail)http://www.pnwis.org/inlandnorthwest/files/2014/11/IV-1-Tailings-Dams-They-Need-to-Stay-Here-Forever-Urlich.pdf; p12"
2,0.352508096,1,"Sasa Mine, Macedonia","Sasa Mine, Macedonia",42.0759027,22.5513289,APPROXIMATE,ChIJ4fPSak6BVRMRwAk0Th04sHY,MK,"locality,political","Pb,Zn",,,,2000000,1,A,ST,2003,30-Aug-2003,85000,12,,"Vrhovnik et al, 2011; Vrhovnik et al, 2013; Peck, 2007","Culvert failure under Sasa Mine Tailings Dam. (Avoiding tailings dam failures, Good practice in prevention, Philip Peck, UNEP GRID Arendal and IIIEE at Lund University, Workshop on the safety of Tailings Management Facilities, November 12, 2007, Yerevan, Armenia); Tailings dam break with waste flowing into Lake Kalimanci 12 km from mine. (http://www.geologija-revija.si/dokument.aspx?id=1229); The Occurrence of Heavy Metals and Metalloids in Surficial Lake Sediments before and after a Tailings Dam Failure, Petra Vrhovnik, Tadej Dolenec, Todor Serafimovski, Matej Dolenec, Nastja Rogan Šmuc, Pol. J. Environ. Stud. Vol. 22, No. 5 (2013), 1525-1538 (http://www.pjoes.com/pdf/22.5/Pol.J.Environ.Stud.Vol.22.No.5.1525-1538.pdf)"
1,0.632693487,1,"Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)","Mineracao Rio Pomba Cataguases, Mirai, Minas Gerais, Brazil, Mineração (Industrias Quimicas Cataguases)",-21.4320854,-42.5948482,APPROXIMATE,ChIJm6bvqujSogARGI1fXY2trDE,BR,"establishment,natural_feature",Al,,,,,1,A,U,2003,25-Jun-1905,1200000,,,Mines & Communities http://www.minesandcommunities.org/article.php?a=1481,"Not Included in WISE Nor is Miranda Reorted 2006 event 1.2 billion liters (1.2 million m3) of toxic water was poured out into the Pomba and Paraíba do Sul rivers. ""Brazilian Rains Kill Dozens and Broken Dam Leaves, Thousands Without Shelter ,"" José Wilson Miranda , Brazzil Magazine, 11 January 2007"
3,0.002372601,1,"El Cobre, Chile - El Soldado (Exxon)","El Cobre, Chile - El Soldado (Exxon)",-30.3793036,-71.1895096,APPROXIMATE,ChIJkaM19dTSj5YRJqLBc5e_arg,CL,"locality,political",Cu,US,T,,,1,B,OT,2002,08-Nov-2002,4500,,,Villavicencio,Strong rains and overﬂow
3,0.004217957,1,"El Cobre, Chile, 2, 3, 4, 5 (Exxon)","El Cobre, Chile, 2, 3, 4, 5 (Exxon)",-30.3793036,-71.1895096,APPROXIMATE,ChIJkaM19dTSj5YRJqLBc5e_arg,CL,"locality,political",Cu,US,T,,,1,B,OT,2002,22-Sep-2002,8000,,,Villavicencio,Strong rains and overﬂow
1,0.527244572,1,"San Marcelino Zambales, Philippines, Bayarong dam (Benguet Corp-Dizon Copper-Silver Mines Inc)","San Marcelino Zambales, Philippines, Bayarong dam (Benguet Corp-Dizon Copper-Silver Mines Inc)",15.026051,120.2743484,APPROXIMATE,ChIJSUddbwHWlTMRQjOnKYWcFAU,PH,"locality,political","Cu,Au",,,,47000000,1,B,OT,2002,11-Sep-2002,1000000,,,"WISE, Piplinks",Dizon Copper Silver Mines Inc. Spillway of Bayarong tailings dam collapsed and Camalca tailings dam damaged during heavy rain. Low lying villages flooded with mine waste; 250 families evacuated; mined ceased operations in 1997
3,,4,"Thalanga  Mine, Queensland Australia","Thalanga  Mine, Queensland Australia",-20.3367179,145.7731249,GEOMETRIC_CENTER,ChIJjzPl3Flf02sRgv50COJOWX0,AU,"establishment,premise","Cu,Pb,Zn",UTSD,-,--,290000,2,B,,2002,01-Aug-2002,,,0,imwa.info/docs/imwa_2004/IMWA2004_12_Thienenkamp.pdf,bulkheads reaining tailings inunerground workings failed  under pressures from grundwater recharfe from- 450at closure in 1998 to -35 in 2002
3,0,1,"San Marcelino Zambales, Philippines, Camalca dam (Benguet Corp-Dizon Copper-Silver Mines)","San Marcelino Zambales, Philippines, Camalca dam (Benguet Corp-Dizon Copper-Silver Mines)",15.026051,120.2743484,APPROXIMATE,ChIJSUddbwHWlTMRQjOnKYWcFAU,PH,"locality,political","Cu,Au",,,,,1,B,OT,2002,27-Aug-2002,,,,"WISE, Piplinks","Heavy rains impounded water on the Bayarong tailings dam and Camalca silt dam, and spillways, eroding these and eventually causing leak. Some tailings spilled into Mapanuepe Lake and eventually into the Sto. Tomas River.  "
,,1,"Cuajone,Peri","Cuajone,Peri",-17.0384034,-70.704952,GEOMETRIC_CENTER,ChIJdcX289peQ5ERV9DzAghPXAE,PE,"establishment,premise",,,,,,1,A,EQ,2001,23/6/2001,,,,Pacheco,
3,0,2,"Tarkwa, Ghana (Goldfields)","Tarkwa, Ghana (Goldfields)",5.3212282,-1.9877029,GEOMETRIC_CENTER,ChIJB_9Y3Aly3Q8RspwQARRP9bk,GH,"establishment,point_of_interest",Au,,,,,2,A,SI,2001,16-Oct-2001,,,,Anan Mike Environmental News Service[17},"corpwatch.org/article.php?id=744  (accessed 1Jul16) joint failure in pipe carrying cyanide wasetwater to tsf This is possibly a larger failure, but no additional details are available."
2,0.347985348,3,"Sebastião das Águas Claras, Nova Lima district, Minas Gerais, Brazil","Sebastião das Águas Claras, Nova Lima district, Minas Gerais, Brazil",-20.0456527,-43.916252,APPROXIMATE,ChIJ5cSXS22jpgARrjmhIbPOZok,BR,"political,sublocality,sublocality_level_1",Fe,,,,,1,A,U,2001,22-Jun-2001,,8,2,WISE,"2 killed, 3 missing. Taililngs 8 km downstream the Córrego Taquaras stream, mud affected an area of 30 hectares (http://ie.org.br/site/ieadm/arquivos/arqnot10056.pdf)"
1,2,1,"Nandan Tin mine, Dachang, Guangxi","Nandan Tin mine, Dachang, Guangxi",24.830881,107.579105,APPROXIMATE,ChIJg-6TZXzDuTYRvSj0EW6uLrw,CN,"political,sublocality,sublocality_level_3",Sn,,,,,1,A,U,2000,18-Oct-2000,,,28,"Wei, WISE","WISE:15 killed, 100 missing, 100 houses destroyed"
1,3.640283903,1,"Inez, Martin County, Kentucky, USA (Massey Energy subsidiary Martin Co. Coal Corp)","Inez, Martin County, Kentucky, USA (Massey Energy subsidiary Martin Co. Coal Corp)",37.7575346,-82.5531615,GEOMETRIC_CENTER,ChIJhUZXlLOfRYgRTfMdERoTAss,US,"establishment,point_of_interest",Coal,,,,,1,A,U,2000,11-Oct-2000,1068500,120,,"ICOLD, WISE","Estimated 250 million gallons (950,000 m3) of water and 155,000 cubic yards (118,500 m3) of coal waste into local streams 80' deep over a 15-18' crown pillar; $46M for cleanup, $3.5M in state fines; since this event, 22 impoundment spills attributed to Massey-operated sites through2010 (Wheeling Jesuit Univ.)"
1,1.082373564,1,"Aitik mine, near Gällivare, Sweden (Boliden Ltd)","Aitik mine, near Gällivare, Sweden (Boliden Ltd)",67.0732956,20.9641294,GEOMETRIC_CENTER,ChIJ734t-Y3m1kURmntIAOY_fB4,SE,"establishment,point_of_interest",Cu,DS,MW & E,15,15000000,1,A,ER,2000,08-Sep-2000,1800000,5.2,,"ICOLD, WISE","Failure at containment wall separating tailings pond from decant pond, which caused a 1.3m rise I nwater level. Discharge was controlled and only increase in suspended solids in the Leipojoki and Sakajoki Rivers was reported. https://pure.ltu.se/portal/files/96533586/Numerical_analysis_of_staged_construction_of_an_upstream_tailings_dam.pdf"
3,0.004819015,1,"Borsa, Romania (Remin S.A - govt)","Borsa, Romania (Remin S.A - govt)",47.6537683,24.6631517,APPROXIMATE,ChIJHe6zOkNrNkcRapd7Y6NzZqY,RO,"locality,political","Pb,Zn",,,,,1,A,U,2000,10-Mar-2000,9140,,,"WISE,[23]","22,000 t of heavy-metal contaminated tailings, contamination of the Vaser stream, tributary of the Tisza River. Company: Remin SA"
1,2.616827021,1,"Baia Mare, Romania ","Baia Mare, Romania ",47.6567387,23.5849881,APPROXIMATE,ChIJN28gtHDcN0cR3dGpT1NOkTA,RO,"locality,political",Au,DS then US,T,,800000,1,A,ST,2000,30-Jan-2000,100000,100,,"ICOLD, WISE, Rico","(Aurul SA-Esmeralda Exploration, Australia (50%), Remin S.A. (44.8%))  Killed tonnes of fish and poisoned drinking water of more than 2 million people in Hungary; retreating old tailings (mining there for over 2,000 years) with cyanide; high snowfall led to water rise and overtopping causing a breach 25m wide and 2.5m deep (livebettermagazine.com)"
1,3.005294063,2,"Toledo City, Philippines (Atlas Con Mining Corp)","Toledo City, Philippines (Atlas Con Mining Corp)",10.3091899,123.7065667,GEOMETRIC_CENTER,ChIJVVRi-UxxqTMRkwKJUsDfJ5A,PH,"establishment,point_of_interest",Cu,,,,,1,B,ST,1999,09-Aug-1999,5700000,,,Piplinks,Drainage tunnel blowout
3,0.005272446,2,"Red Mountain, BC","Red Mountain, BC",49.1024147,-117.8194705,ROOFTOP,ChIJ1031qGXQYlMR3z74yOIddD8,CA,"establishment,point_of_interest,tourist_attraction","Au,Ag",Jumbo,,,,1,A,SE,1999,05-Jun-1999,10000,,,"Mt Polley Expert Panel 2015, App. I",Failure of the surface water diversion culvert beneath the facility. Discharge of tailings into the water reclaim pond downstream of the impoundment and into Little Sheep Creek.
2,0.608696686,2,"Surigao Del Norte Placer, Philippines (#3 of 3) (Manila Mining Corp)","Surigao Del Norte Placer, Philippines (#3 of 3) (Manila Mining Corp)",,,,,PH,,Au,,,,,3,U,U,1999,26-Apr-1999,29000,12,4,"ICOLD, Piplinks","Manila Mining Corp.  Tailings spill from damaged concrete pipe.  17 homes buried, 51 hectares of riceland swamped."
3,0.026362229,1,"Huelva, Spain (Fertiberia, Foret)","Huelva, Spain (Fertiberia, Foret)",37.261421,-6.9447224,APPROXIMATE,ChIJSyhE1-bPEQ0Rgw-0EMGqK9g,ES,"locality,political",P,,,,,1,A,OT,1998,31-Dec-1998,50000,,,"ICOLD, WISE","Fertiberia phosphate mine, 50,000 m3 of acidic and toxic water"
3,0,1,"Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)","Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)",8.6124105,123.4943968,APPROXIMATE,ChIJh4mAiKzBVDIR3HwaEr3Z21Y,PH,"locality,political",Au,,,,,1,A,OT,1998,27-Jun-1998,,,,Piplinks,Philex Gold Philippines Inc. Heavy rain resulted in overflowing of silt dam at the Sibutad gold project
1,4.636545144,1,"Los Frailes, near Seville, Spain (Boliden Ltd.)","Los Frailes, near Seville, Spain (Boliden Ltd.)",37.3890924,-5.9844589,APPROXIMATE,ChIJkWK-FBFsEg0RSFb-HGIY8DQ,ES,"locality,political","Pb,Zn",WR,R,27,15000000,1,A,FN,1998,25-Apr-1998,6800000,41,,"ICOLD, WISE, Rico",Modern mining started in 1876 at nearby Aznalcollar; Andaluza de Piritas started open pit in 1979 after delineating recently-discovered mineralization; Boliden purchased company in 1987. Reused Existing TSF w/o study of condition or capacity
